,User_name,Sentiment,User_flr,sText,Text
2020-06-19 01:09:39,santoscapital,0,140,$NKE ,"Wk25 2020

1.412M
+11.37%

Participated in $MM run. Sold half for 50% gain. Kept the other half to see if this has $DD dna.

Opened $DITO position. 

Added $ACN $DUK $GD $MA $NKE $O to dividend holdings.

Sold a $BAC covered call. 

2% PH, 20% US, 78% Cash

Usd-Php 50.10"
2020-06-19 03:07:44,SeekingAlpha,0,138110,"$NKE - NIKE: THE PAST, PRESENT AND FUTURE OF SPORTSWEAR. HTTPS://T.CO/AZY63OKA3Y #TRADING #STOCKS #BUSINESS","$NKE - Nike: The Past, Present And Future Of Sportswear. https://t.co/AZy63oKa3Y #trading #stocks #business"
2020-06-19 03:22:47,Teh_Red,0,340,"$NKE - NIKE: THE PAST, PRESENT AND FUTURE OF SPORTSWEAR. HTTPS://T.CO/AZY63OKA3Y #TRADING #STOCKS #BUSINESS","RT @SeekingAlpha: $NKE - Nike: The Past, Present And Future Of Sportswear. https://t.co/AZy63oKa3Y #trading #stocks #business"
2020-06-19 03:35:31,HurriCap,0,7185,$NKE. HTTPS://T.CO/LK2MAWJUQG,$WMT Sam Walton’s ”Made in America: My Story” is one of my favourite business books. Another great book is Phil Knight’s ”Shoe Dog” about $NKE. https://t.co/lK2MaWJUQg
2020-06-19 04:06:59,MarketCurrents,0,51120,$NKE - JUNETEENTH CELEBRATIONS SPREAD TO CORPORATE AMERICA HTTPS://T.CO/KCSUC3RSDG,$TWTR $SQ $NKE - Juneteenth celebrations spread to corporate America https://t.co/KCsUC3RSdG
2020-06-19 04:09:58,newsfilterio,0,2025,$NKE ,Juneteenth celebrations spread to corporate America $TWTR $SQ $NKE $SPOT $ADBE https://t.co/XL4bUTWEc3
2020-06-19 05:18:09,Tickeron,1,4585,"$NKE'S AROON INDICATOR REACHES INTO UPTREND ON JUNE 16, 2020. VIEW ODDS FOR THIS AND OTHER INDICATORS: HTTPS://T.CO/ELWLHZ3DIW #STOCKMARKET #STOCK #TECHNICALANALYSIS #MONEY #TRADING #INVESTING #DAYTRADING #NEWS #TODAY HTTPS://T.CO/JIJ8ABTG7X","$NKE's Aroon indicator reaches into Uptrend on June 16, 2020. View odds for this and other indicators: https://t.co/ElWlhZ3DIW #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/jij8abtG7X"
2020-06-19 05:18:51,tradersreport,1,3090,"$NKE'S AROON INDICATOR REACHES INTO UPTREND ON JUNE 16, 2020. VIEW ODDS FOR THIS AND OTHER INDICATORS: HTTPS://T.CO/ELWLHZ3DI…","RT @Tickeron: $NKE's Aroon indicator reaches into Uptrend on June 16, 2020. View odds for this and other indicators: https://t.co/ElWlhZ3DI…"
2020-06-19 05:25:38,notdumbmoney,0,10,$NKE - MATURE OR GROWTH? #NIKE HTTPS://T.CO/ZG0EE6K1CN,$NKE - mature or growth? #nike https://t.co/Zg0EE6K1cn
2020-06-19 06:00:03,sunshineavenue8,0,180,$NKE 1.19,$ELY short interest ratio is 5.08 on 2019-05-31 https://t.co/KzxrPX4ASP $NKE 1.19
2020-06-19 06:13:51,WatchlistN,1,2487,$NKE PT RAISED TO ,Nike $NKE PT Raised to $115.00 https://t.co/5ScZke14jf
2020-06-19 06:57:46,WallStJesus,0,78182,$NKE HTTPS://T.CO/GPOMH1VU2E,Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 06:58:34,SJWellsDynasty,0,100,$NKE HTTPS://T.CO/GPOMH1VU2E,RT @WallStJesus: Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 07:01:38,johnscharts,0,68789,$NKE HTTPS://T.CO/GPOMH1VU2E,RT @WallStJesus: Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 07:02:38,winnertakesital,0,119,$NKE HTTPS://T.CO/GPOMH1VU2E,RT @WallStJesus: Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 07:24:39,DrTony44,0,3492,$NKE HTTPS://T.CO/GPOMH1VU2E,RT @WallStJesus: Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 07:36:15,TraderSeanH,0,3817,$NKE HTTPS://T.CO/GPOMH1VU2E,RT @WallStJesus: Telsey Advisory on $NKE https://t.co/Gpomh1Vu2e
2020-06-19 07:40:01,pharris667,1,11019,$NKE TELSEY RAISES PT TO ,"$BIIB pt cut to 260 @ Piper was 307
$BIIB PT lowered to $228 from $290 at Baird
$CCL Wedbush has a 12 Month PT of $29.00 Neutral Rating
$LLY PT Raised to $180.00 Buy @ Bac
$NKE Telsey Raises PT to $110 from $95.00
$TSLA JPM Raises PT to $275 from $240.00- Amazing note lol"
2020-06-19 07:42:47,sssvenky,0,7113,$NKERT @PHARRIS667: ,"RT @pharris667: $BIIB pt cut to 260 @ Piper was 307
$BIIB PT lowered to $228 from $290 at Baird
$CCL Wedbush has a 12 Month PT of $29.00 Ne…"
2020-06-19 07:44:06,pnani456,0,1264,$NKERT @PHARRIS667: ,"RT @pharris667: $BIIB pt cut to 260 @ Piper was 307
$BIIB PT lowered to $228 from $290 at Baird
$CCL Wedbush has a 12 Month PT of $29.00 Ne…"
2020-06-19 08:19:59,newsfilterio,0,2025,$NKE HTTPS://T.CO/XUBI5TJTEJ,"Barron’s Daily: AMC Stock Jumps on Reopening Plans, Masks or No Masks $AMC $DIS $AMC $CLX $NKE https://t.co/XuBI5TjTej"
2020-06-19 08:22:05,SergDJB,0,1819,$NKE ,"@GoldmanSachs downgrades $WORK They missed the boat and want in cheap! Just like they downgraded $AAPL ""to SELL"" in April and back in 2019 or $ZM ""to SELL"" with PT $60🤣🤦🏾‍♂️ GTFO $SPY $FB $DIS $nflx $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $BYND $MDB $TMUS $SNAP $ROKU $DT $V https://t.co/nmd7Qg5uSm"
2020-06-19 08:27:02,TMFJaguar,0,233,$NKE OR ,Better #stock to buy? $nke or $rh? Enjoy https://t.co/ZjYpiBk1B7
2020-06-19 08:43:37,AmericanBanking,0,7790,$NKE PRICE TARGET TO ,Telsey Advisory Group Raises Nike $NKE Price Target to $110.00 https://t.co/YUmLV3WgiF #stocks
2020-06-19 09:20:00,A1FinancesOnly,0,8,"$NKE - PEOPLE ARE OUTSIDE MORE. THEREFORE PEOPLE WILL WALK MORE. MORE WALKING = MORE NEW SHOES BOUGHT.

- ","Best #stocks to look for this morning heading into the weekend:

- $HTZ - People drive cars. People will travel eventually, therefore $$.

- $NKE - People are outside more. Therefore people will walk more. More walking = more new shoes bought.

- $CMG Nothing beats some Chipotle."
2020-06-19 09:37:00,JackDamn,0,9720,$NKE ,"Five morning system exits today: $CHWY $CSCO $NKE $QCOM and $URI. Two winners, three losers in the batch.

Added $ROKU to an experimental system I have been working on for a few months."
2020-06-19 09:40:02,hyumialert,0,343,"$NKE, ","$AFL, $AMD, $CNC, $GOLD, $LVS, $MA, $NKE, $NUAN, $OXY, $PGR, $RDS/A, $TGT   to Calls_May_be_Swing ($SL 20%) .] -&amp;gt; &lt;a href=""mailto:""&gt;"
2020-06-19 09:49:11,hyumialert,0,343,"$NKE, ","$BYND, $CARR, $CAT, $EW, $GLW, $MMM, $NKE, $OXY, $VLO, $XOM   to Calls_May_be_Swing ($SL 20%) .] -&amp;gt; &lt;a href=""mailto:""&gt;"
2020-06-19 09:54:17,OLEGEFF,0,1760,$NKE - JUNETEENTH CELEBRATIONS SPREAD TO CORPORATE AMERICA HTTPS://T.CO/JSRCFUNFRZ,$TWTR $SQ $NKE - Juneteenth celebrations spread to corporate America https://t.co/jsrCfuNfRz
2020-06-19 10:01:20,MinteractApp,0,4049,$NKE ,"Today Top Flow in #StockMarket, Buy Flow and Sell Flow $AAPL $MSFT $AMZN $FB $GOOGL $GOOG $PG $UNH $INTC $NVDA $JNJ $V $ADBE $MCD $AMT $MMM $MA $NKE $CAT $LLY #stock #stocks #Investment #investing https://t.co/5JE2nlalc3 https://t.co/DWPLcAyo1l"
2020-06-19 10:03:43,c_labrinos,1,258,"$NKERT @MINTERACTAPP: TODAY TOP FLOW IN #STOCKMARKET, BUY FLOW AND SELL FLOW ","RT @MinteractApp: Today Top Flow in #StockMarket, Buy Flow and Sell Flow $AAPL $MSFT $AMZN $FB $GOOGL $GOOG $PG $UNH $INTC $NVDA $JNJ $V $A…"
2020-06-19 10:11:59,marketcycles,0,1359,$NKE TRADING REPORT HTTPS://T.CO/GOVROSZV2O CLICK FOR BUY/SELL,Nike $NKE Trading Report https://t.co/GOVROszv2O Click for Buy/Sell
2020-06-19 10:19:33,marketcycles,0,1359,$NKE TRADING REPORT HTTPS://T.CO/FQM4JSI1US CLICK FOR DETAILS HTTPS://T.CO/XUQLPDSYJI,Directional Bias for Nike $NKE Trading Report https://t.co/FqM4JSI1Us Click for Details https://t.co/XuqLpdSyJi
2020-06-19 10:27:00,newsfilterio,0,2025,$NKE HTTPS://T.CO/4ZP5U3O2MZ,Nike Reports Earnings Thursday. Don’t Expect Good News. $NKE https://t.co/4zP5U3o2mZ
2020-06-19 10:37:00,newsfilterio,0,2025,$NKE ,Juneteenth gives corporate America a chance to act on pledges to fight racism following George Floyd's killing $JPM $MO $NKE $JCP $CMCSA https://t.co/Y1c5WfPou4
2020-06-19 10:38:00,newsfilterio,0,2025,$NKE ,Wall Street Gains Some Optimism on Report that China Plans to Buy More U.S. Ag Goods $NKE $AAPL https://t.co/amA15Y2PbC
2020-06-19 10:49:57,TeckAnalytics,0,482,$NKE ,"TGT Hit for $MSFT $ADBE
TGT updated for
$TSLA
$NVDA  $MU
$AMZN 
$BABA $NFLX
#FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM $AAPL $gold https://t.co/RKPiSr6hyC"
2020-06-19 10:54:09,OlympiaReport,1,532,$NKE PT RAISED TO ,Nike $NKE PT Raised to $110.00 https://t.co/acpRIcDcBp
2020-06-19 10:54:14,dispatchtribune,1,659,$NKE PT RAISED TO ,Nike $NKE PT Raised to $110.00 https://t.co/5BjEa9e6sE
2020-06-19 10:55:29,deus_trader,0,501,$NKE AT ,"Optimus Maximus v2
2020-06-19 10:55 ET. *Closed/Covered previously shorted:
$NKE at $98.45 for 0.40 loss (-0.41%). Nike, Inc (CORP).
Trade Id: 46209566003010774.
Stats: https://t.co/I3x2oUEr9F"
2020-06-19 11:04:10,c_labrinos,1,258,$NKERT @TECKANALYTICS: TGT HIT FOR ,"RT @TeckAnalytics: TGT Hit for $MSFT $ADBE
TGT updated for
$TSLA
$NVDA  $MU
$AMZN 
$BABA $NFLX
#FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD…"
2020-06-19 11:04:14,fidel_cashflow6,0,25,"$NKE
","2/2 honorable mentions:

SAAS:
$OKTA
$DDOG
$CHGG
$LVGO
$CRWD

Semiconductor:
$AMD
$MRVL

Retail &amp; eCom:
$NKE
$JD

Misc:
$BYND
$REGN
$WIX"
2020-06-19 11:04:31,SantchiWeb,0,8263,"$NKE
","RT @fidel_cashflow6: 2/2 honorable mentions:

SAAS:
$OKTA
$DDOG
$CHGG
$LVGO
$CRWD

Semiconductor:
$AMD
$MRVL

Retail &amp; eCom:
$NKE
$JD

Misc…"
2020-06-19 11:38:57,SwingTradeBot,0,6836,$NKE ... HTTPS://T.CO/YA1WMAED73,Outside Day today: $JNPR $SYF $COF $GRAF $GOLF $NKE ... https://t.co/Ya1wmaeD73
2020-06-19 11:51:50,TackleTrading,0,1970,$NKE HIGHLIGHT THE NAMES SET TO REPORT #EARNINGS NEXT WEEK #TRADING,$SPX #stocks $ACN $DRI $INFO $MKC and $NKE highlight the names set to report #earnings next week #trading
2020-06-19 11:55:35,ChiefFunStuff,0,358,$NKE - JUNETEENTH CELEBRATIONS SPREAD TO CORPORATE AMERICA HTTPS://T.CO/KLWH6URO6J,$TWTR $SQ $NKE - Juneteenth celebrations spread to corporate America https://t.co/KLWh6URo6j
2020-06-19 11:55:40,Blues_Traders,0,477,$NKE BID SITTING 7/2 CALLS TO ,$NKE bid sitting 7/2 calls to $105  looking for a run up to ER swing over the weekend.  ER on 6/25
2020-06-19 12:22:42,JeffMacke,-1,102122,"$NKERT @JEFFMACKE: SHUTDOWN TIMELINE FIRSTS:

MARCH 13: ","RT @JeffMacke: Shutdown Timeline Firsts:

March 13: $AAPL ""until March 27"". (Apple and others noted traffic collapsed in early March). $LUL…"
2020-06-19 12:24:32,WookieIndex,-1,391,"$NKERT @JEFFMACKE: SHUTDOWN TIMELINE FIRSTS:

MARCH 13: ","RT @JeffMacke: Shutdown Timeline Firsts:

March 13: $AAPL ""until March 27"". (Apple and others noted traffic collapsed in early March). $LUL…"
2020-06-19 12:31:29,inklessPW,-1,3077,"$NKERT @JEFFMACKE: SHUTDOWN TIMELINE FIRSTS:

MARCH 13: ","RT @JeffMacke: Shutdown Timeline Firsts:

March 13: $AAPL ""until March 27"". (Apple and others noted traffic collapsed in early March). $LUL…"
2020-06-19 12:56:24,noremactrading,0,897,$NKE ,Major News: $AAPL $AMZN $GOOG $GOOGL $FB $MSFT $TSLA $TWTR $KMX $AMC $ABBV $CCL $NKE $BCS $JBL $WORK https://t.co/hyUj5OLI8E
2020-06-19 13:00:27,gurufocus,0,8132,$NKE HTTPS://T.CO/0JNNAYO6FY,A highly-concentrated investable universe lays the foundation for our long-term buy-and-hold strategy to beat the benchmark https://t.co/jZWYOdGP78  $NKE https://t.co/0jnNAYO6fY
2020-06-19 13:14:48,SergDJB,0,1819,$NKE ,"What the heck happened? just wiped $1K off. Push this sucker up!
$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $SHOP $SQ $NKE $BYND $MDB $ZM $WORK $SNAP $ROKU 
📚that got my head out of my Ass
https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I0 https://t.co/GJAyFk4l3w"
2020-06-19 13:18:42,c_labrinos,0,258,$NKERT @SERGDJB: WHAT THE HECK HAPPENED? JUST WIPED ,"RT @SergDJB: What the heck happened? just wiped $1K off. Push this sucker up!
$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $SH…"
2020-06-19 13:39:07,TalkMarkets,0,3780,$NKE HTTPS://T.CO/DJXEOTESNZ,#Nike Analysts On Muted Q4 Expectations: 'The Most Significant Impact From #COVID19' $NKE https://t.co/djXEoTEsnz
2020-06-19 13:39:53,bbnsnews,1,210,$NKE PT RAISED TO ,Nike $NKE PT Raised to $87.00 at Deutsche Bank  https://t.co/rGWbv1le6n
2020-06-19 13:41:01,newsfilterio,0,2025,$NKE HTTPS://T.CO/QV39YTUP2J,Nike Analysts On Muted Q4 Expectations: 'The Most Significant Impact From COVID-19' $NKE https://t.co/qv39ytUp2j
2020-06-19 14:13:03,newsfilterio,0,2025,$NKE ,Amazon workers in Chicago angered by 'tokenized' Juneteenth celebration offering chicken and waffles $AMZN $NKE $JCP $TGT $TWTR https://t.co/J6J9KGEyHH
2020-06-19 14:31:36,innersigma,0,189,$NKE AT ,02:31:35 PM Automated Entry. Long 336 shares of $NKE at $96.72 for a trade that I will be looking to close in the next 7 days.
2020-06-19 14:32:09,SergDJB,0,1819,$NKE ,"Quick video on Switching Robinhood accounts using Samsung Pass. 
https://t.co/io1Krhc8d0

$SPY $QQQ $FB $DIS $nflx $AAPL #swingtrading $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $GE $SDC $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU $CRM $LLY"
2020-06-19 14:33:12,c_labrinos,0,258,"$NKERT @SERGDJB: QUICK VIDEO ON SWITCHING ROBINHOOD ACCOUNTS USING SAMSUNG PASS. 
HTTPS://T.CO/IO1KRHC8D0

","RT @SergDJB: Quick video on Switching Robinhood accounts using Samsung Pass. 
https://t.co/io1Krhc8d0

$SPY $QQQ $FB $DIS $nflx $AAPL #swin…"
2020-06-19 14:54:05,KristinBentz,0,14282,$NKE ,"Friday’s are Foxy🦊💵! 
Thanks for having me @Varneyco !  $RH $LULU $NKE $PTON $LVMUY $TJX $ROST  

https://t.co/LJQ0kt0jt1"
2020-06-19 15:03:15,TargetPrices,1,3404,"$NKE 
TARGET RAISED BY TELSEY ADVISORY GROUP OUTPERFORM USD 95 » USD 110 
TARGET RAISED BY ROBERT W BAIRD NEUTRAL USD 85 » USD 95
TARGET RAISED BY RAYMOND JAMES FINANCIAL OUTPERFORM USD 100 » USD 115
HTTPS://T.CO/EGFWH62TQ3","$NKE 
Target Raised by Telsey Advisory Group Outperform USD 95 » USD 110 
Target Raised by Robert W Baird Neutral USD 85 » USD 95
Target Raised by Raymond James Financial Outperform USD 100 » USD 115
https://t.co/eGfWh62Tq3"
2020-06-19 15:03:25,JW76180128,-1,17,$NKE #NKE #NIKE WAY OVERVALUED,"@OphirGottlieb Haha, it's laughable. Just wait until Thursday earnings. It's gonna be ugly! 
U.S market share has been dropping for a while, while all Nike eggs were in China but now they've lost appetite for U.S products. 

The start of a long downward trend for $nke #nke #Nike way overvalued"
2020-06-19 15:17:59,innersigma,0,189,$NKE POSITION OF 336 SHARES THAT WAS OPENED TODAY FOR A 0.57% GAIN.,03:17:59 PM Manual Exit. Closing my $NKE position of 336 shares that was opened today for a 0.57% gain.
2020-06-19 15:28:06,ZacksResearch,0,18806,$NKE ,Q2 Earnings Season to Provide Coronavirus Earnings Clarity. $NKE $ORCL $JPM $DRI $ADBE https://t.co/ZFMCxO1GyF
2020-06-19 15:29:45,jbaksht,0,5278,$NKE ,"RT @KristinBentz: Friday’s are Foxy🦊💵! 
Thanks for having me @Varneyco !  $RH $LULU $NKE $PTON $LVMUY $TJX $ROST  

https://t.co/LJQ0kt0jt1"
2020-06-19 16:18:36,EdgarInsider,0,183,"$NKE #NIKE, INC  HTTPS://T.CO/74MEIIBFHO","A new filing Form 8-K [Press/News Current Report] has been made at the SEC by  $NKE #NIKE, Inc  https://t.co/74mEIiBFHO"
2020-06-19 16:19:06,xandusky,1,21,"$NKE GOES ANY LOWER THAN WHERE IT IS NOW, I WILL BE ISSUING A BUY ALERT. EASY 10-15% RETURN","If $NKE goes any lower than where it is now, I will be issuing a BUY alert. Easy 10-15% return"
2020-06-19 16:39:27,notdumbmoney,0,10,$NKE #NIKE #NIKEINC,"@JW76180128 Strong brand and pricing power. Expanding direct-to-consumer, especially online. Attracts casual and high-end athletic segments. Dominant position, ridiculous economies of scale. All the right building blocks, but innovation is key $NKE #nike #nikeinc"
2020-06-19 17:25:18,MinteractApp,0,4049,$NKE ,"Friday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AAPL $AMZN $MSFT $INTC $GOOG $BMY $BAC $NVDA $BIIB $QCOM $JNJ $HD $JPM $CVS $ADBE $MCD $MA $NKE $RF $FITB #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/FbV5OWPvyX"
2020-06-19 17:30:19,marketdollqueen,1,435,"$NKERT @MINTERACTAPP: FRIDAY'S TOP FLOW IN S&AMP;P 500 #SP500, BUY FLOW AND SELL FLOW ","RT @MinteractApp: Friday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AAPL $AMZN $MSFT $INTC $GOOG $BMY $BAC $NVDA $BIIB $QCOM $JN…"
2020-06-19 17:41:28,MinteractApp,0,4049,$NKE ,"Friday's Top Flow in #consumer discretionary sector, Buy Flow &amp; Sell Flow $AMZN $CMCSA $GM $VFC $SBUX $GRMN $JCI $BBY $TSCO $ROST $HD $MCD $NKE $OMC $NFLX $CCL $GPC $HAS $M $IPG #stock #stocks #StockMarket #Investment #investing #consumers https://t.co/5JE2nlalc3 https://t.co/clrn7Hz8H4"
2020-06-19 18:23:56,thebrandindex,0,4242,$NKE ,"Case in point. $NKE $ADDYY @Converse closed and $UA wide open. Those who really need, stay open, the best brands we love stay closed, protect litigation and their e-commerce thrives"
2020-06-19 18:34:08,c_labrinos,1,258,"$NKERT @MINTERACTAPP: FRIDAY'S TOP FLOW IN S&AMP;P 500 #SP500, BUY FLOW AND SELL FLOW ","RT @MinteractApp: Friday's Top Flow in S&amp;P 500 #SP500, Buy Flow and Sell Flow $AAPL $AMZN $MSFT $INTC $GOOG $BMY $BAC $NVDA $BIIB $QCOM $JN…"
2020-06-19 18:34:12,InsidrFinancial,0,4891,$NKE ,"$WYNN $MGM $OXY $BP $MAR $DIS $NKE $SBUX $BA $CLL

#stocks #stockstobuy #stockstowatch #wynn #mgm #starbucks #carnival #nike #marriott #disney #dis

https://t.co/8CWyNyaDSm"
2020-06-19 18:50:17,TalkMarkets,0,3780,$NKE ,Q2 Earnings Season to Provide Coronavirus Earnings Clarity $ACN $DRI $JPM $NKE $ADBE $COST $ORCL https://t.co/CgUtwTO3oL
2020-06-19 18:50:41,StockMKTNewz,0,3212,"$NKE

HTTPS://T.CO/OPGMB3LATJ","More analyst reports from today 

Cowen kept Accenture $ACN at Buy
Barclays upgraded Alibaba $BABA to overweight
JPM kept underweight on Tesla $TSLA
Rosenblatt kept buy on Spotify $SPOT
Argus downgraded Oracle $ORCL to hold
Telsey kept buy on Nike $NKE

https://t.co/Opgmb3lAtJ"
2020-06-19 19:09:34,CherylACampbel5,0,2620,$NKE ,"RT @KristinBentz: Friday’s are Foxy🦊💵! 
Thanks for having me @Varneyco !  $RH $LULU $NKE $PTON $LVMUY $TJX $ROST  

https://t.co/LJQ0kt0jt1"
2020-06-19 19:10:46,MinteractApp,0,4049,"$NKE #NIKE #OPTIONS POWER, #OPTIONS #MAXPAIN CHART, OPEN INTEREST CHART UPDATE #OPTIONSTRADING #OPTIONSFLOW #OPTIONSTRADE #OPTIONTRADING #STOCKS #STOCK #STOCKMARKET #INVESTMENT #INVESTING #INVEST #INVESTOR #INVESTORS HTTPS://T.CO/5JE2NLALC3 HTTPS://T.CO/8SIAMZMXSD HTTPS://T.CO/EGTWNP6RCQ","$NKE #Nike #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors https://t.co/5JE2nlalc3 https://t.co/8SIaMzmxSD https://t.co/EgTwNp6rCq"
2020-06-19 19:20:58,OddStockTrader0,1,10737,"$NKE

I AM NOT BUYING ANYMORE NEW SHOES FOR A WHILE.","RT @OddStockTrader: - $NKE

I am not buying anymore new shoes for a while."
2020-06-19 19:30:02,raymond10mm,0,6287,$NKE ,Another #Mixed  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f https://t.co/cfGtNhAu0b
2020-06-19 19:32:23,JW76180128,-1,17,$NKE HAS BEEN LOSING MKT SHARE IN U.S FOR YRS. BET ALL IN ON CHINA. BAD MOVE.,"@notdumbmoney That's what all the ""not dumb money"" like yourself keep saying, while you'll offloading  the stock at 35 times earning at $99.00 per share. Online sales for sneakers is not a new growth segment. Plus $nke has been losing mkt share in U.S for yrs. Bet all in on China. Bad move."
2020-06-19 19:35:08,MistuhBailey,0,544,$NKERT @RAYMOND10MM: ANOTHER #MIXED  DAY ,RT @raymond10mm: Another #Mixed  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $…
2020-06-19 19:54:21,notdumbmoney,0,10,"$NKE STOCK, BUT IT'S ON MY WATCHLIST","@JW76180128 Note the ""but innovation is key” closer in my prev reply. $NKE is a mature business. It has such a head start over others. It will innovate and grow, or the innovation of others will hurt it. I don't own any $NKE stock, but it's on my watchlist"
2020-06-19 20:11:35,MC_OptionTrades,0,3482,$NKE NIKE INC. OPTION ORDER FLOW SENTIMENT HAS SHIFTED FROM BULLISH TO BEARISH. HTTPS://T.CO/PYQS7HTKTX,$NKE Nike Inc. Option Order Flow Sentiment has Shifted from Bullish to Bearish. https://t.co/pYqS7htkTx
2020-06-19 20:25:56,JW76180128,0,17,"$NKE PRODUCT AGAIN AND THEY MEANT IT. THEY DIDN'T CARE THAT MKT SHARE IN U.S WAS DOWN, THEY HAD CHINA. BUT NOW THE CHINESE CONSUMER HAS HAD A CHANGE IN APPETITE FOR U.S PRODUCTS AND NIKE IS ICONIC AMERICAN BRAND. PLUS","@notdumbmoney I know many people that said they would never buy a $nke product again and they meant it. They didn't care that mkt share in U.S was down, they had China. But now the Chinese Consumer has had a change in appetite for U.S products and Nike is Iconic American brand. Plus"
2020-06-19 20:27:58,JW76180128,0,17,"$NKE IS GOING OUT OF BIZ, BUT ITS CERTAINLY NOT WORTH THE PRICE ITS TRADING. IT WOULD BE INTERESTING AT ","@notdumbmoney Now they have a new CEO and new leadership in the mist of the worst crisis they've ever had. Not saying $nke is going out of biz, but its certainly not worth the price its trading. It would be interesting at $45 to $50 a share. Don't put to much stock in Brand, it can change fast"
2020-06-19 20:35:29,Gambiste1,0,6008,$NKE…,RT @JW76180128: @notdumbmoney Now they have a new CEO and new leadership in the mist of the worst crisis they've ever had. Not saying $nke…
2020-06-19 20:42:19,MinteractApp,0,4049,"$NKE, #ACCENTURE ","#nike $NKE, #accenture $ACN, McCormick $MKC Report #earnings Next Week. Check Unusual #Options Activity, Earnings History, FA &amp; TA Score, Options Money Flow Grid, EPS &amp; REV Chart, Ratings #stocks #StockMarket #OptionsTrading #investing #Investment #UOA https://t.co/YcCtCSZzuD https://t.co/UXNDJVcLoE"
2020-06-19 20:43:07,Options_TIQ,0,211,$NKE ,"Since 6/8 we have had 20🔥 profitable trades and 1🩸loss.  #daytrade #swingtrade #freealerts 

$tyrl $work $roku $msft $sdc $spce $ba $ccl $bynd $nvda $ge $nke $cldr $pypl $meli $se $zm $stne $dal $aal $mcd $meli $ge $mrna $hd $bbby $bynd $love $nke $meli $stne $ehth $tsla $amzn https://t.co/jNvlrwD6W4"
2020-06-19 20:52:46,StockMKTNewz,0,3212,$NKE ,"Companies with $10B+ Mkt Cap that analysts raised price targets on today

$AAPL $ACN $APTV $BABA $BKR $CE $CNR $COP $CP $CPRT $DIS $EA $EOG $F $FDX $FTV $GLEN $GM $HES $IAC $JD $KR $LULU $MGA $MU $NKE $NUE $OXY $POOL $PPG $PXD $RACE $SPOT $TSLA $VIAC $VTR

https://t.co/n1X0UAm9TX https://t.co/4VSxqW2PHD"
2020-06-19 20:53:55,juliusagusta,0,306,$NKERT @RAYMOND10MM: ANOTHER #MIXED  DAY ,RT @raymond10mm: Another #Mixed  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $…
2020-06-19 22:34:49,TalkMarkets,0,3780,$NKE ,Editor's Choice: Q2 Earnings Season to Provide Coronavirus Earnings Clarity $ORCL $COST $ADBE $NKE $JPM $DRI $ACN https://t.co/VHQRLyImqE
2020-06-19 23:58:30,StockMktUpdate,0,2212,$NKERT @INCANALYTICAL: THE OTHER DAY MORE THAN 95% OF THE NYSE STOCKS TRADED ABOVE THEIR 50 DAY MOVING AVERAGE. LAST THIS OCCURRED WAS IN 2009.…,RT @IncAnalytical: The other day more than 95% of the NYSE Stocks traded above their 50 Day Moving Average. Last this occurred was in 2009.…
