User_name,Freq,Score,Flr
godfatherrobbie,1,73,73
simonmmathias,1,73,73
thomasnumberone,1,73,73
bettybarnett_,1,73,73
Hall1Pauline,1,73,73
HerrickHlthLib,1,74,74
daveingalls,1,74,74
sauvage20181,1,74,74
mjbousfield,1,74,74
SteveMattingly1,1,74,74
JanisDauer,1,74,74
LouiseShive,1,74,74
dnmnsmith,1,74,74
33crows,1,74,74
ThurlowRoad,1,74,74
Shakacholo969,1,74,74
rooneewatro,1,74,74
FlossFairy_,1,74,74
clarenceclark45,1,74,74
tedsilvaiii,1,74,74
janusffos,1,74,74
coolstory__jo,1,73,73
JaniceBlackmer,1,73,73
juanitadark7,1,74,74
JoeZaster,1,72,72
rebeca_laroche,1,73,73
triftyturnip,1,73,73
Oldude9,1,73,73
EnuffMary,1,73,73
Doris69089058,1,73,73
GadstoneRoger,1,73,73
mikestansfield,1,73,73
Sternbeere,1,72,72
avitoira,1,73,73
XFitNYC,1,72,72
RAchenbach,1,72,72
therobsoto,1,72,72
sepp380,1,72,72
CSColaiocco,1,72,72
Stargazer290,1,72,72
readingwhilst,1,72,72
mylie4130,1,73,73
JarrahWhite,1,73,73
mkv4ou,1,73,73
DastardlyFella,1,73,73
FloresAlfonso54,1,73,73
_BrianJoseph,1,73,73
JontyEllis12,1,73,73
techsorceress,1,73,73
UshldCmeNaCROWN,1,73,73
JohnFriedri,1,73,73
johnmclaren7,1,73,73
wendal88,1,73,73
m00mynx,1,73,73
cathaycenter,1,73,73
notaunitofmass,1,73,73
lynettekc,1,73,73
lacyjule,1,73,73
MelinaItalia06,1,73,73
Oxbridgebrexit,1,73,73
dort1gold,1,74,74
GrantsMaine,1,74,74
suffolk_man,1,75,75
handbinoculars,1,74,74
hanschoimd,1,75,75
Za4EveryMeal,1,75,75
chriscmiller21,1,75,75
leggosmoove,1,74,74
amritskandola,1,74,74
naturbe,1,74,74
Babsalb,1,74,74
hairygengar,1,74,74
learnpianoaus,1,74,74
MelissaLeanneM,1,74,74
MarkWMarkW,1,74,74
ChinaHatChild,1,74,74
RichardPaving,1,74,74
lazykate501,1,74,74
BuddenStanca,1,74,74
allmyloveDre,1,74,74
NandoComas,1,75,75
SoniaAnandraj,1,75,75
MegzFLo,1,75,75
deliabunyard,1,75,75
Robert09324880,1,75,75
ec_tapia,1,75,75
jlagesse95,1,75,75
abhijithtn,1,75,75
staceybell01,1,75,75
EJPH,1,75,75
markadwilliams,1,75,75
SimonJesterUSA,1,75,75
YeetLeafs,1,75,75
julioruano,1,75,75
RamboRamblerNae,1,75,75
leejen1980,1,75,75
AnaRooot,1,75,75
cshakour,1,75,75
Hateonions1,1,75,75
grandma_talks,1,74,74
ChoicesLsc,1,74,74
edog4639,1,74,74
EntropicEcho5,1,74,74
_snflwrr_,1,74,74
JWaltrousMD,1,74,74
Giantbob1962,1,74,74
sam24633,1,74,74
iram1232000,1,74,74
TurfdOut,1,74,74
SommerSet75,1,74,74
Enpeecee3,1,74,74
Nemo_toad,1,74,74
GautamPgdchs,1,74,74
SamIAmUtoo,1,74,74
chlochloemiller,1,74,74
Dover1919,1,74,74
Geeknight90,1,74,74
_kaylacovington,1,74,74
drivesanicecar,1,74,74
War_of_Kings,1,74,74
stankapl,1,74,74
GLadyof2,1,74,74
LauraAl44855840,1,74,74
ArcandBooks,1,74,74
briarhilllane,1,74,74
htschaefer,1,74,74
joeyriot,1,74,74
ArjHornback,1,74,74
azwozhere,1,74,74
HEBusDiane,1,74,74
DrinksandWings,1,74,74
drippeeisaac,1,74,74
TheWayneMansion,1,74,74
julia_maron,1,74,74
kathfisch,1,74,74
TSrep2020,1,74,74
gerardhkuper,1,74,74
UrryJ,1,74,74
W_E_B_York,1,77,77
westythe11,1,77,77
Lays1980,1,77,77
Belen_M1210,1,81,81
Maraya94,1,81,81
alexandriarendt,1,81,81
3dogknightrider,1,81,81
moonfl0wer,1,81,81
KisimulGroup,1,81,81
tonysohl,1,81,81
jamies_take,1,81,81
deborah3355,1,81,81
nelsomm,1,80,80
HarleyLady18208,1,81,81
vickyconnolly__,1,80,80
ChristopheVBX,1,80,80
jasonhicks78,1,80,80
07Rav,1,80,80
lilpatlove,1,80,80
slpnumber1,1,80,80
MrRingBling,1,81,81
Gina_Alcera,1,81,81
_Sammy_Garza_,1,81,81
_SuperJimmy,1,81,81
v_chaud,1,81,81
MariInSpace,1,81,81
WmCHarrisonSE,1,81,81
Ait809,1,81,81
kennmac,1,81,81
bot_devurls_com,1,81,81
Puffman81252248,1,81,81
RustySnowbird,1,81,81
foneill655,1,81,81
jenrosemac,1,81,81
harrypotterrun1,1,81,81
nfpain5,1,81,81
trishamckelvey,1,81,81
girawa93,1,81,81
pmarsh92,1,81,81
CameliaMCarter,1,80,80
ale_cath,1,80,80
AwesomeBaconL,1,81,81
broVandal6,1,80,80
pyocks,1,80,80
janc_vandenberg,1,80,80
RaeRiley19,1,80,80
weavingwebz,1,80,80
zonkerharris,1,80,80
jvb23,1,80,80
Levski3773,1,80,80
CarolineWoodiel,1,80,80
kurtwshaffer,1,80,80
KattyWatkins,1,80,80
Darrenrimmer3,1,80,80
Dampferliebe,1,80,80
DavisSlammy,1,80,80
ZiikZiiii,1,80,80
peterfleming5,1,80,80
Johnkir90176941,1,80,80
mrsclhhs,1,80,80
HendoMaiya,1,80,80
CeeLeeSurvivor,1,80,80
KellyRay77,1,80,80
kdsarma,1,80,80
OustTheGOP,1,80,80
Cortese3Jacie,1,80,80
fuuuuuuuckthis,1,80,80
LWVslice,1,80,80
JessePerez8888,1,80,80
Atypicalissue,1,80,80
RobM0RM0NT,1,80,80
jordandoucet,1,80,80
chobbs08,1,80,80
Tonygio220,1,80,80
MarrionMrs,1,80,80
skittytales,1,80,80
JimmyVBGLC,1,80,80
d_vvight,1,80,80
c_gaebler,1,81,81
lsoNation,1,81,81
LynnJoh71918052,1,77,77
MotherMeezer,1,82,82
miss_kimberly17,1,82,82
the_hilight,1,82,82
tedmarkle,1,82,82
babypaolaaa,1,82,82
henrik_marku,1,82,82
PrefixPostfix,1,82,82
J_Collins2000,1,82,82
lostphilosopher,1,82,82
mister708,1,82,82
OpinionRadio,1,82,82
jcleroth,1,82,82
Suhmore4494,1,82,82
ceedeedee3,1,82,82
FrankTrimbos,1,82,82
b_pampach,1,82,82
varghose,1,82,82
orbitalshift,1,82,82
VirginiaGrants,1,82,82
_C0C0,1,82,82
healthyalison,1,82,82
jrdest,1,82,82
miggyAMC,1,82,82
c_renouf2707,1,82,82
quizbowler,1,82,82
7eyes7,1,82,82
shuvcat,1,82,82
BlaneBunbury,1,82,82
Awakeninghere,1,82,82
Mcillibrarian,1,82,82
Iambeth2,1,82,82
Rana_pipiens,1,82,82
TradingArsenal1,1,82,82
The_Real_iv,1,82,82
mepesh,1,82,82
ciciban,1,82,82
deb_a_roo,1,82,82
JacMorgan9,1,82,82
SamLongden,1,81,81
LordDesdu,1,81,81
MKingscott,1,81,81
NMardler,1,81,81
MichelleFattoru,1,81,81
SyncereX8,1,81,81
DumpTru66040425,1,81,81
BeardGrevis,1,81,81
taffygoth,1,81,81
Rose63134867,1,81,81
LimeGreenJaden,1,81,81
A55690887,1,81,81
PeterCurtin4,1,81,81
Hydraviolet1,1,81,81
AlejandrMercado,1,81,81
theRebelWife,1,81,81
AmazingSoldiers,1,81,81
HenryStarkHD,1,81,81
borjagh,1,81,81
NYIDraftman,1,81,81
fraser_rush,1,81,81
urorad,1,81,81
margo61931404,1,81,81
RJFSPlanner,1,81,81
Sylvie139088,1,81,81
peano66,1,81,81
heartSFbaseball,1,81,81
GarrettRose12,1,81,81
Earswithfeet658,1,81,81
Mx_Bearzalcoatl,1,81,81
rozd74,1,81,81
ShawnaGretzing1,1,81,81
LeahHBrookes,1,81,81
zohrasool,1,81,81
MonkeySensei77,1,81,81
Spec7ral,1,81,81
djwhite901,1,81,81
tmg826,1,80,80
19jess35,1,80,80
DrHappyJamesJi1,1,80,80
SuperTigger,1,78,78
japandreamhiv,1,78,78
rjtripp1,1,78,78
SpideyNatural99,1,78,78
farrahsherif31,1,78,78
News_and_Coffee,1,78,78
GraceVi61104390,1,78,78
zamboni,1,78,78
TattedBills,1,78,78
babscjt,1,78,78
jdog16135,1,78,78
leocruz_5,1,78,78
gdusing12315,1,78,78
DianaMo31936872,1,78,78
zndamedina,1,78,78
vdg2ZfPq3TbUOkj,1,78,78
jay1stnewyorker,1,78,78
thundersden,1,78,78
rabbittarius,1,78,78
2donovansMy,1,78,78
VaderLady70,1,78,78
JSMH7795,1,79,79
Etxjasan,1,79,79
1BayNaam,1,79,79
Irate_Christine,1,79,79
dddayton,1,79,79
EricHarviePE,1,79,79
Nightmoia,1,79,79
Eric333,1,79,79
itsariot,1,79,79
catherine_miao,1,78,78
nikkiglyn,1,78,78
KristyDurk,1,78,78
Nobody93628031,1,78,78
PoeDameron31,1,78,78
mttranslation,1,78,78
dnordstromjr,1,78,78
Dr_ColetteDavis,1,78,78
Bles1141,1,80,80
spunkleminge,1,78,78
plavely_cio,1,78,78
MaGriggs,1,78,78
wammyube,1,78,78
Angela_Vonk,1,78,78
keubank9,1,78,78
Nazikom_,1,78,78
icarusjapan,1,78,78
Dman10309449,1,78,78
khodshjkf,1,78,78
SeventyFifth,1,78,78
ClausMonsted,1,78,78
Kissmykantzer,1,78,78
BlackStarAura,1,78,78
BlakeThomas242,1,77,77
SLJoCA,1,77,77
live_love_sped,1,77,77
WisconsinGrants,1,78,78
laboursav,1,78,78
CryptoUncleRico,1,78,78
Cub_Bearson,1,78,78
jennylorraine6,1,78,78
ThatTrudy,1,78,78
1nvisigirl,1,78,78
cmonroe7,1,78,78
Dina_Interiors,1,78,78
KellyWolitzky,1,78,78
ArizonaGroyper,1,78,78
post_binary,1,78,78
rslaneff,1,78,78
OSURobby,1,78,78
7anef_moslem,1,78,78
jerodwalburn,1,78,78
TJPettigrew,1,78,78
trillingconcl,1,78,78
Catheri05424633,1,78,78
EntMediaNews,1,79,79
TuttleNicole,1,79,79
ClarkTerri,1,79,79
JoeBlow94677059,1,79,79
DustofTraceys,1,80,80
Bushyboy03,1,80,80
theveryprogs,1,79,79
terpinjenn,1,79,79
AsuuGeneral,1,79,79
jfloresTX,1,79,79
Beth17459893,1,79,79
rafavelarde77,1,79,79
ValleyTuning,1,79,79
sean_harris10,1,79,79
decuir41,1,79,79
Sarabecca_B,1,79,79
realspicegirl,1,79,79
ChrisFSullivan1,1,79,79
GatorCE,1,79,79
KColtChronicle,1,79,79
mohpor,1,80,80
elektriklex,1,80,80
warrenfamilyof3,1,80,80
MichelleHavers,1,80,80
M_Sylvester66,1,80,80
BartekStas,1,80,80
M_3927,1,80,80
BaneDoomer1356,1,80,80
ap1910_,1,80,80
zeroinchfucks,1,80,80
Rachaels1Week,1,80,80
gottabethebest,1,80,80
profBramha,1,80,80
crypt2jaxx,1,80,80
ihtts_carleyy,1,80,80
saintjamesvi,1,80,80
markfcrypto,1,80,80
perez1k,1,80,80
ketaminer,1,80,80
giannitruvianni,1,79,79
Chieffdave,1,79,79
JessicaTooma,1,79,79
DanMitchelson,1,79,79
MelindaSabato,1,79,79
vaughn_bill,1,79,79
NoniBtothree,1,79,79
chinadaddy,1,79,79
StaceyMae1234,1,79,79
LonelyFuturist,1,79,79
blakeyinyarm,1,79,79
RealLeonelVilla,1,79,79
YorktownHub,1,79,79
1nkognito_,1,79,79
WayUpFront,1,79,79
SianongSardinas,1,79,79
Sibuor,1,79,79
MomOfTwins57,1,79,79
linedrivetco,1,79,79
Dsun17074,1,79,79
AulaniMulford,1,79,79
_YLMV_,1,79,79
frances_perring,1,79,79
JoanneeNL,1,79,79
transl8e,1,79,79
LeDavidClucas,1,79,79
sashinka14,1,79,79
RobRobe14843177,1,79,79
4sweetpeasS,1,79,79
janet_sundberg,1,79,79
EstebanBornste1,1,79,79
moreegirls,1,79,79
Flamin_Libgurl,1,79,79
MikkiWhite3,1,79,79
IvoryDream1,1,79,79
oatmilkhotel_,1,79,79
erhardsymeon,1,79,79
HatuKanu,1,79,79
602Wolff,1,442,442
MarcusSolzan,1,578,578
Grrl_Herstorian,1,443,443
BryanRAnderson,1,2977,2977
Carmela_oltre,1,2976,2976
James_Savage15,1,2975,2975
trevorjc2511,1,2975,2975
PoetryNEarth,1,2975,2975
sydturner1,1,2974,2974
CodeGnuts,1,2974,2974
sparkyb1,1,2974,2974
mskrys76,1,2973,2973
yvonne4tn,1,2973,2973
DomLip94,1,2973,2973
EmmaSegasture,1,2973,2973
WboroPolice,1,2972,2972
CheezieBreezie,1,2972,2972
hardistymark,1,2970,2970
TrevorTurvey1,1,2970,2970
lorac22allen,1,2977,2977
valeries86,1,2977,2977
kaleidoseok,1,2969,2969
vbislands,1,2978,2978
SNAH4PV,1,2987,2987
Artboy1,1,2987,2987
ArtsCafeSE13,1,2987,2987
VanessaMiller12,1,2986,2986
VivBWoke,1,2985,2985
AlistairPDBain,1,2985,2985
GirlJustice_,1,2984,2984
SharedValueCA,1,2984,2984
jojos444,1,2984,2984
liz6153,1,2984,2984
auntoona,1,2982,2982
RF_Jenkins,1,2982,2982
falatoradio,1,2981,2981
Buckleup36,1,2980,2980
Reporter_Ryan,1,2978,2978
MobileHarv,1,2969,2969
PDelPonte,1,2969,2969
paulbettner,1,2988,2988
OxfordNA,1,2959,2959
BrexitBattleaxe,1,2958,2958
adchempages,1,2957,2957
FryGerard,1,2957,2957
sophiejdalston,1,2957,2957
Lady_Glencora,1,2957,2957
TomGartner,1,2957,2957
airamariaaaaa,1,2956,2956
LaniKaiDuck,1,2955,2955
foxyfunkadelic,1,2955,2955
benghazifeb,1,2955,2955
KristinDiazTv,1,2954,2954
kd6784,1,2954,2954
kassandraaaa___,1,2954,2954
bloodraven43,1,2952,2952
PGCHealth,1,2950,2950
Janine35944297,1,2959,2959
coshtribune,1,2959,2959
deloreshandy,1,2968,2968
trACEymod,1,2960,2960
falstafiku,1,2967,2967
rosehoban,1,2967,2967
EverybodysGran1,1,2967,2967
RugbyKino,1,2965,2965
petermccue1,1,2965,2965
drnewbold,1,2965,2965
PapageorgiouMBO,1,2964,2964
Erickkruger,1,2964,2964
bowen_james,1,2964,2964
Regigi3,1,2964,2964
ArtPoemPeace,1,2964,2964
AlexChowStuart,1,2964,2964
NWestoll,1,2963,2963
JohnMurphy51,1,2963,2963
mike_malaska,1,2962,2962
Neek1974,1,2988,2988
TimBella,1,2988,2988
BeverlyMtGPatch,1,2950,2950
rebeccaalpert1,1,3019,3019
leighlew3,1,3018,3018
A__zak__,1,3018,3018
Coach_Thumper,1,3018,3018
RochestersMix,1,3016,3016
JustRMJ,1,3016,3016
anodyne2art,1,3015,3015
Tom_J_Giordano,1,3015,3015
AAsiiiF,1,3015,3015
Manuel_Ghzz,1,3014,3014
PDXYangGang,1,3013,3013
SJRichmond2,1,3012,3012
Wendy_Tokunaga,1,3012,3012
NathanKHSO,1,3012,3012
fab_tava,1,3012,3012
CleveJN,1,3012,3012
ResnickLR,1,3019,3019
wandsworthlibs,1,3021,3021
theharpoonman,1,3010,3010
monicaabrego10,1,3021,3021
ipeds_nces,1,3029,3029
NicTheEditor,1,3029,3029
pfunk1130,1,3028,3028
GabeGuidarini,1,3028,3028
KenneyBaden,1,3027,3027
parentingweb,1,3026,3026
RealSeanatella,1,3025,3025
gburkNM,1,3024,3024
_BeardedWarrior,1,3024,3024
Gerryboy90,1,3024,3024
lynseymukomel,1,3024,3024
Musicians4Pete,1,3024,3024
hateisfutile,1,3023,3023
TahirBinHussai2,1,3023,3023
meeware,1,3021,3021
laurakcurtis,1,3010,3010
Tim_A_Roberts,1,3010,3010
MorphyJim,1,2990,2990
ZekelmanInd,1,3002,3002
gringostani,1,3001,3001
HamdenPatch,1,3001,3001
bxknits,1,2999,2999
mammothbiosci,1,2999,2999
debofficially,1,2998,2998
feralartist,1,2997,2997
mcdee_andy,1,2995,2995
pszczepanski,1,2995,2995
MalcolmRitter,1,2993,2993
Frentecivico,1,2992,2992
Travelaviator,1,2992,2992
elainezandi,1,2992,2992
BillBloodyHughe,1,2991,2991
pasandotiempo,1,2991,2991
IreneHutchison,1,2990,2990
kennethgootz,1,3002,3002
AdvertMan999,1,3002,3002
GraytommyKent,1,3009,3009
SnoHD,1,3002,3002
SharonnRosee,1,3008,3008
DAVINci_901,1,3007,3007
LeonardMBetts1,1,3007,3007
wvpartnerships,1,3006,3006
Flyperson68,1,3006,3006
forevercats,1,3006,3006
BiztheBuz,1,3005,3005
YangPoker,1,3005,3005
MrQLD,1,3005,3005
Axelisys,1,3004,3004
briasoboojie,1,3004,3004
olukayblark,1,3004,3004
dianemabry,1,3004,3004
Williamjones00,1,3003,3003
Russats,1,3003,3003
korstraw,1,2950,2950
smokeyvera,1,2948,2948
foxkickoff,1,3030,3030
PapiComethazine,1,2887,2887
LatinaFarmerUSA,1,2886,2886
Hijabbee,1,2885,2885
byrondobson,1,2885,2885
brogi1ster,1,2884,2884
robxkristen,1,2884,2884
Jillian_LeBlanc,1,2884,2884
NJAlkazemi,1,2883,2883
KymLang,1,2882,2882
BeaconCEPrimary,1,2882,2882
evil_gop,1,2882,2882
JillyCarleen,1,2881,2881
Erinschwartz17,1,2881,2881
GirolamoNavarra,1,2880,2880
Neil_J_Ryder,1,2880,2880
datalore_tv,1,2878,2878
pamdwriter,1,2887,2887
karenbway_karen,1,2888,2888
cestmoisal,1,2878,2878
cheleguanaco,1,2888,2888
InterstateDuane,1,2895,2895
MajorMarkAgain,1,2895,2895
macflawless,1,2894,2894
janattheocean,1,2894,2894
Charlie_Senack,1,2894,2894
MelaniePutz,1,2894,2894
hendrawaskitha,1,2893,2893
GreyMessenger,1,2891,2891
_Chxrie_,1,2891,2891
Sparky50732252,1,2890,2890
SomRecordsDC,1,2890,2890
TheFredaLee,1,2890,2890
theresjenn,1,2889,2889
CristinaXO_LJoy,1,2888,2888
AARPOR,1,2888,2888
eepenguin,1,2878,2878
keithpp,1,2878,2878
Fowler555,1,2896,2896
jpaula58,1,2866,2866
swisamer,1,2866,2866
FindingTruths,1,2866,2866
cllrcammyday,1,2865,2865
musicyorkshire,1,2865,2865
emj1776,1,2864,2864
AndrewStenhouse,1,2864,2864
SDLAuctions,1,2863,2863
KathyCMarra,1,2863,2863
brinleyhineman,1,2863,2863
taffygeek,1,2863,2863
Steelers_Univer,1,2862,2862
Xorands,1,2861,2861
Yachimmaiga,1,2860,2860
upursbetty,1,2859,2859
shortymatic,1,2859,2859
ahhhhhhhimgay,1,2866,2866
SheilaAGray1,1,2867,2867
vlamers,1,2877,2877
JayGoonetilleke,1,2867,2867
EduA001,1,2877,2877
BuckTaylor64,1,2876,2876
Felix_Nuno,1,2876,2876
Thomas_Howden,1,2875,2875
fosway,1,2874,2874
SandyinSD,1,2873,2873
nihonmama,1,2872,2872
luvvnii,1,2872,2872
charlescholland,1,2872,2872
steelslave,1,2871,2871
lambzy12,1,2871,2871
BigDonTee,1,2871,2871
King_Shadow89,1,2868,2868
clerysboy,1,2868,2868
ProfJSDavies,1,2868,2868
crayton_h,1,2896,2896
ZDronfield,1,2898,2898
jgumbel,1,2947,2947
asmall_word,1,2932,2932
EagleCountySO,1,2932,2932
NewcastleUniUCU,1,2931,2931
seeingwithsound,1,2930,2930
jessheartedward,1,2930,2930
giancola_mari,1,2928,2928
Shepherd7Warren,1,2928,2928
InsideDentistry,1,2928,2928
piiipluuup,1,2927,2927
myholylarents,1,2926,2926
metsakos,1,2925,2925
UCIrvinePD,1,2924,2924
TheNewsan,1,2924,2924
DrSuRu,1,2923,2923
Orlsmitty,1,2922,2922
LincolnDuncan8,1,2922,2922
tjhansen,1,2932,2932
MelPemberton19,1,2933,2933
HFXMermaid,1,2921,2921
motopatzo,1,2934,2934
WSandretto,1,2946,2946
derek60216,1,2943,2943
peterliversidge,1,2943,2943
michaeldurkin58,1,2942,2942
FinnianBurnett,1,2939,2939
wayward24,1,2938,2938
BDAMilkman,1,2938,2938
raidenkov,1,2938,2938
joshw0530,1,2938,2938
BergeronRuss,1,2938,2938
davidlmobley,1,2938,2938
Mr_Mark_Brown,1,2937,2937
ICNTOAN,1,2936,2936
FriendsOfSciMed,1,2936,2936
GretchenSwanson,1,2935,2935
londoner_007,1,2921,2921
clin_owl,1,2920,2920
RoblesArtist,1,2899,2899
Clive_A_Boyce,1,2908,2908
MalcolmBurbrid1,1,2907,2907
Ryan_Ford522,1,2905,2905
krn7777,1,2905,2905
RobbieSandison,1,2904,2904
Margag_,1,2904,2904
rosesbloom24,1,2904,2904
k_fernholz,1,2904,2904
jon2775,1,2903,2903
3VillagePatch,1,2903,2903
UKVisaBarrister,1,2901,2901
mrs_counter,1,2901,2901
mickinman,1,2901,2901
mwoodpen,1,2901,2901
Stevecox7,1,2900,2900
ceesa_ma,1,2899,2899
tazcj,1,2908,2908
Jer_Godfrey,1,2909,2909
JeffGingerich,1,2919,2919
ThatGuyEdub,1,2910,2910
PoudreLibraries,1,2918,2918
365,1,2918,2918
LouisRBridgema3,1,2917,2917
SteveAs10397311,1,2916,2916
DrDylanParry,1,2915,2915
thedurrans,1,2914,2914
leemarsden7,1,2914,2914
tammy_marchand,1,2914,2914
kizzykiya,1,2913,2913
morgan_gary,1,2913,2913
Shawn_md,1,2913,2913
MackHailP,1,2912,2912
TPark9,1,2911,2911
WACVetBklyn,1,2910,2910
katyjon,1,2910,2910
WestIslipPatch,1,3030,3030
roxiemunro,1,3031,3031
catswithbats,1,3234,3234
OmidHamidMD,1,3171,3171
adim4christ,1,3170,3170
BeastiButtercup,1,3170,3170
2017Resist,1,3169,3169
CWaddington504,1,3167,3167
citywidemtg,1,3167,3167
Red_Lab19,1,3166,3166
BlokeinEngland,1,3166,3166
timverrall,1,3165,3165
Shashana80sKid,1,3165,3165
deebeetree,1,3165,3165
EllenRenton,1,3164,3164
celesterose98,1,3163,3163
hansonDigby,1,3162,3162
Ninavictoria_10,1,3162,3162
antipandemonium,1,3161,3161
JohnWilsonNQ,1,3170,3170
4U_WTF,1,3171,3171
Charlot86674682,1,3161,3161
Leo_Puglisi6,1,3172,3172
bbgu_m187,1,3180,3180
ejoep,1,3180,3180
zevonesque,1,3180,3180
ClayNFerno,1,3179,3179
BrianBickhaus,1,3178,3178
jl_roscoe,1,3177,3177
ianjamesjohnson,1,3177,3177
BGIPU,1,3176,3176
Spudfish83,1,3175,3175
psema4,1,3175,3175
barney_cannon,1,3175,3175
ILoveMySteelers,1,3175,3175
_botiiq,1,3174,3174
StephKSharp,1,3174,3174
NJentertainment,1,3172,3172
southernguest96,1,3161,3161
lizl_genealogy,1,3159,3159
djankowski10,1,3181,3181
erikm0nster,1,3149,3149
JeSuisTinkerbel,1,3148,3148
am_resist,1,3148,3148
stscholasticas,1,3147,3147
sbrentsimpson,1,3145,3145
river_arya,1,3144,3144
SkonieSkoop,1,3143,3143
frekesimple1,1,3141,3141
AdrienneC123,1,3141,3141
LinnaneCiara,1,3139,3139
stevecripe57,1,3138,3138
emaneous,1,3138,3138
ColinBottoms,1,3138,3138
billineastala,1,3138,3138
erinalberty,1,3137,3137
SGCHD,1,3137,3137
RasheedsWorld,1,3148,3148
ezziewilf,1,3149,3149
thelast3digits,1,3159,3159
OmiSooreDryden,1,3149,3149
JudithDimitrov,1,3157,3157
PinalCounty,1,3157,3157
pcnewsherald,1,3157,3157
markpothier,1,3157,3157
RoseofAcademe,1,3156,3156
gdcribbs,1,3155,3155
Petey_Brown,1,3154,3154
VickyLDN,1,3154,3154
MRC_SLC,1,3154,3154
LTDAForum,1,3154,3154
lf092313,1,3153,3153
ChrissysRants,1,3152,3152
MisterNigerD,1,3151,3151
roxbdiving,1,3151,3151
GematriaHub,1,3151,3151
BlauesStrange,1,3180,3180
tartanroots,1,3183,3183
MaryLou4559,1,3135,3135
kristadb1,1,3222,3222
FluvialBenthos,1,3221,3221
TeeBern,1,3221,3221
eyesonfoxorg,1,3220,3220
AllAtSeaFanzine,1,3220,3220
NewRoPatch,1,3219,3219
IvorFried,1,3219,3219
judiadg,1,3218,3218
EngelsAngle,1,3217,3217
AJohnson6ABC,1,3217,3217
OttenbergEve,1,3214,3214
vubblePOP,1,3214,3214
Carolicen,1,3212,3212
CoachBourbonUSA,1,3212,3212
Harrietcreigh,1,3212,3212
mjeso,1,3210,3210
senraba,1,3221,3221
Rose_Marie_Holt,1,3222,3222
txgeosciences,1,3209,3209
profabartow,1,3222,3222
oldbutnottooold,1,3234,3234
StartLouis,1,3233,3233
kipplik,1,3233,3233
Teeda100,1,3233,3233
GeorgeO64194973,1,3232,3232
raveenaujmaya,1,3231,3231
hekasia,1,3230,3230
snowypatch,1,3230,3230
AgeUKMidMersey,1,3228,3228
atlanticwebworx,1,3227,3227
ElliH53,1,3226,3226
RichardCusackBM,1,3226,3226
JamesHockneyLLB,1,3226,3226
LuxePosh,1,3224,3224
KoaCalifornia,1,3223,3223
nizzmo19,1,3210,3210
sweetcorrieb,1,3208,3208
KevinPutzier,1,3183,3183
jazzshark,1,3195,3195
chilepeppermama,1,3193,3193
Illuminations,1,3193,3193
art_connoiseur,1,3191,3191
NEWFOUNDSOUND,1,3191,3191
lavergne_eddie,1,3191,3191
WarksNorthCCG,1,3190,3190
paysuns,1,3190,3190
Jupinapapi2,1,3187,3187
tomestextiles,1,3187,3187
GeminijlwWilson,1,3187,3187
JulieSczesny,1,3186,3186
Cde_Mahlomuza,1,3186,3186
rambo82ave,1,3186,3186
xtinatkacik,1,3185,3185
Vegan_23,1,3184,3184
DemocratsUp,1,3193,3193
rleas,1,3196,3196
indywolf72,1,3208,3208
lyndonhood,1,3196,3196
cr319523,1,3208,3208
HettiVonG,1,3208,3208
ShellSimo89,1,3207,3207
BarbGray,1,3206,3206
lott_hayley,1,3206,3206
Lonnieraylee2,1,3205,3205
HeyDanielito,1,3204,3204
Clarendafalls,1,3204,3204
aheffne,1,3203,3203
Redpev,1,3201,3201
Hooplaoly,1,3199,3199
DrRossGeller_,1,3197,3197
mpersandy,1,3197,3197
AsianSocialNet,1,3196,3196
Idgaf_Alaniz,1,3196,3196
KenHaddad,1,3137,3137
iAmKidMcFly,1,3135,3135
xFirstBadHabit,1,3031,3031
CJoyBellC,1,3071,3071
twistopherrobin,1,3070,3070
OliverDowding,1,3069,3069
SportsByMalik,1,3068,3068
GrannyluvsTrump,1,3068,3068
OwainAlty,1,3067,3067
LuvAmerica2016,1,3065,3065
griffinstutu,1,3064,3064
therealgregjack,1,3064,3064
LetsWearTheMask,1,3063,3063
SouthernIFCA,1,3061,3061
DailyHAMPSHIRE,1,3061,3061
robypaula,1,3060,3060
RealBobManning,1,3059,3059
cindyceemerson,1,3059,3059
cwillyard,1,3059,3059
ElisePrestonTV,1,3071,3071
UkPolitoons,1,3071,3071
modernhomesla,1,3057,3057
SASODGuyana,1,3071,3071
JCJ417,1,3080,3080
TerryWRobertson,1,3079,3079
llacigart,1,3079,3079
RoyaNewsEnglish,1,3079,3079
wccls,1,3078,3078
sheilad715,1,3077,3077
ColbyPenadios,1,3076,3076
kvetchingguru,1,3075,3075
HeatherRGoble,1,3075,3075
VoxVorago,1,3075,3075
douglaswelch,1,3075,3075
stohsie222,1,3075,3075
MaruiNeko33,1,3074,3074
Abuanisa22,1,3073,3073
jerseygirlmay23,1,3072,3072
SeaQuestMDR,1,3057,3057
SkinsHoops86,1,3057,3057
descobar91,1,3083,3083
zeeshan_shah_dc,1,3041,3041
elhombrelibre1,1,3039,3039
TBLifestylers,1,3039,3039
supersat,1,3038,3038
grannies4equal,1,3038,3038
WoodcoteHouse,1,3038,3038
Jake_Swift,1,3036,3036
tummler10,1,3035,3035
AyeTheresTheRob,1,3035,3035
AngieSkys,1,3035,3035
PortsmouthPatch,1,3034,3034
