Ticker,Name,Date,Time
WYNN,"Wynn Resorts, Limited",1/28/2021,Estimated
ALGN,"Align Technology, Inc.",1/28/2021,Estimated
IBCP,Independent Bank Corporation,1/28/2021,Pre-Market
DOW,Dow Inc.,1/28/2021,Pre-Market
FRAF,Franklin Financial Services Corporation,1/28/2021,Estimated
LUV,Southwest Airlines Co.,1/28/2021,Estimated
SC,Santander Consumer USA Holdings Inc.,1/28/2021,Estimated
ABBV,AbbVie Inc.,1/28/2021,Estimated
AJG,Arthur J. Gallagher & Co.,1/28/2021,Estimated
IEX,IDEX Corporation,1/28/2021,Estimated
CNX,CNX Resources Corporation,1/28/2021,Estimated
MTX,Minerals Technologies Inc.,1/28/2021,Estimated
BCML,BayCom Corp,1/28/2021,Estimated
SHW,The Sherwin-Williams Company,1/28/2021,Estimated
HP,"Helmerich & Payne, Inc.",1/28/2021,Estimated
DHR,Danaher Corporation,1/28/2021,Estimated
UFI,"Unifi, Inc.",1/28/2021,Estimated
MKSI,"MKS Instruments, Inc.",1/28/2021,Estimated
TTEK,"Tetra Tech, Inc.",1/28/2021,Estimated
AMD,"Advanced Micro Devices, Inc.",1/28/2021,Estimated
CMO,Capstead Mortgage Corporation,1/28/2021,Estimated
MSFT,Microsoft Corporation,1/28/2021,Estimated
HCA,"HCA Healthcare, Inc.",1/28/2021,Estimated
AROW,Arrow Financial Corporation,1/28/2021,Estimated
TROW,"T. Rowe Price Group, Inc.",1/28/2021,Estimated
GLW,Corning Incorporated,1/28/2021,Estimated
AOS,A. O. Smith Corporation,1/28/2021,Estimated
SYK,Stryker Corporation,1/28/2021,Estimated
HA,"Hawaiian Holdings, Inc.",1/28/2021,Estimated
BC,Brunswick Corporation,1/28/2021,Estimated
ROP,"Roper Technologies, Inc.",1/28/2021,Estimated
ILMN,"Illumina, Inc.",1/28/2021,Estimated
WRB,W. R. Berkley Corporation,1/28/2021,Estimated
PFPT,"Proofpoint, Inc.",1/28/2021,Estimated
PCH,PotlatchDeltic Corporation,1/28/2021,Estimated
MAA,"Mid-America Apartment Communities, Inc.",1/28/2021,Estimated
PKG,Packaging Corporation of America,1/28/2021,Estimated
NOC,Northrop Grumman Corporation,1/28/2021,Estimated
ACNB,ACNB Corporation,1/28/2021,Estimated
WHR,Whirlpool Corporation,1/28/2021,Estimated
CFFN,"Capitol Federal Financial, Inc.",1/28/2021,Estimated
WNC,Wabash National Corporation,1/28/2021,Estimated
PFG,"Principal Financial Group, Inc.",1/28/2021,Post-Market
WDC,Western Digital Corporation,1/28/2021,Estimated
KAMN,Kaman Corporation,1/28/2021,Estimated
PFE,Pfizer Inc.,1/28/2021,Estimated
PWOD,"Penns Woods Bancorp, Inc.",1/28/2021,Estimated
CVCO,"Cavco Industries, Inc.",1/28/2021,Estimated
MDLZ,"Mondelez International, Inc.",1/28/2021,Estimated
WRK,WestRock Company,1/28/2021,Pre-Market
CNMD,CONMED Corporation,1/28/2021,Estimated
NUE,Nucor Corporation,1/28/2021,Estimated
JJSF,J & J Snack Foods Corp.,1/28/2021,Estimated
WCC,"WESCO International, Inc.",1/28/2021,Estimated
CODA,"Coda Octopus Group, Inc.",1/28/2021,Estimated
MA,Mastercard Incorporated,1/28/2021,Estimated
WETF,"WisdomTree Investments, Inc.",1/29/2021,Estimated
ZBH,"Zimmer Biomet Holdings, Inc.",1/29/2021,Estimated
FCFS,"FirstCash, Inc.",1/29/2021,Estimated
ADP,"Automatic Data Processing, Inc.",1/29/2021,Estimated
TMO,Thermo Fisher Scientific Inc.,1/29/2021,Estimated
AMGN,Amgen Inc.,1/29/2021,Estimated
AAPL,Apple Inc.,1/29/2021,Estimated
GHM,Graham Corporation,1/29/2021,Estimated
FCCY,1st Constitution Bancorp,1/29/2021,Estimated
UPS,"United Parcel Service, Inc.",1/29/2021,Estimated
GFF,Griffon Corporation,1/29/2021,Estimated
GE,General Electric Company,1/29/2021,Estimated
FN,Fabrinet,1/29/2021,Estimated
AEIS,"Advanced Energy Industries, Inc.",1/29/2021,Estimated
EXP,Eagle Materials Inc.,1/29/2021,Estimated
ALGT,Allegiant Travel Company,1/29/2021,Estimated
USLM,"United States Lime & Minerals, Inc.",1/29/2021,Estimated
XEL,Xcel Energy Inc.,1/29/2021,Estimated
THG,"The Hanover Insurance Group, Inc.",1/29/2021,Estimated
WRLD,World Acceptance Corporation,1/29/2021,Estimated
FMNB,Farmers National Banc Corp.,1/29/2021,Estimated
ABMD,"Abiomed, Inc.",1/29/2021,Estimated
VRTS,"Virtus Investment Partners, Inc.",1/29/2021,Estimated
WSBF,"Waterstone Financial, Inc.",1/29/2021,Estimated
ALXN,"Alexion Pharmaceuticals, Inc.",1/29/2021,Estimated
MNRO,"Monro, Inc.",1/29/2021,Estimated
SF,Stifel Financial Corp.,1/29/2021,Estimated
AMZN,"Amazon.com, Inc.",1/29/2021,Estimated
BZH,"Beazer Homes USA, Inc.",1/29/2021,Estimated
CACC,Credit Acceptance Corporation,1/29/2021,Estimated
CRS,Carpenter Technology Corporation,1/29/2021,Estimated
LCNB,LCNB Corp.,1/29/2021,Estimated
LHX,"L3Harris Technologies, Inc.",1/29/2021,Estimated
CBTX,"CBTX, Inc.",1/29/2021,Estimated
PBI,Pitney Bowes Inc.,1/29/2021,Estimated
FFIC,Flushing Financial Corporation,1/29/2021,Estimated
NKSH,"National Bankshares, Inc.",1/29/2021,Estimated
CENT,Central Garden & Pet Company,1/29/2021,Estimated
JOUT,Johnson Outdoors Inc.,1/29/2021,Estimated
MAN,ManpowerGroup Inc.,1/29/2021,Estimated
MDC,"M.D.C. Holdings, Inc.",1/29/2021,Estimated
NATH,"Nathan's Famous, Inc.",1/29/2021,Estimated
MFNC,Mackinac Financial Corporation,1/29/2021,Estimated
CHTR,"Charter Communications, Inc.",1/29/2021,Estimated
MTOR,"Meritor, Inc.",1/29/2021,Estimated
MTH,Meritage Homes Corporation,1/29/2021,Estimated
CL,Colgate-Palmolive Company,1/29/2021,Pre-Market
MMC,"Marsh & McLennan Companies, Inc.",1/29/2021,Estimated
MPC,Marathon Petroleum Corporation,1/29/2021,Estimated
MO,"Altria Group, Inc.",1/29/2021,Estimated
MBIN,Merchants Bancorp,1/29/2021,Estimated
EVR,Evercore Inc.,1/29/2021,Estimated
BSVN,Bank7 Corp.,1/29/2021,Estimated
CVX,Chevron Corporation,1/29/2021,Estimated
SXI,Standex International Corporation,1/29/2021,Estimated
APTV,Aptiv PLC,1/29/2021,Estimated
ARCB,ArcBest Corporation,1/29/2021,Estimated
HAYN,"Haynes International, Inc.",1/29/2021,Estimated
SPR,"Spirit AeroSystems Holdings, Inc.",1/29/2021,Estimated
SPG,"Simon Property Group, Inc.",1/29/2021,Estimated
SNDR,"Schneider National, Inc.",1/29/2021,Estimated
HLI,"Houlihan Lokey, Inc.",1/29/2021,Estimated
EPAY,"Bottomline Technologies (de), Inc.",1/29/2021,Estimated
EGP,"EastGroup Properties, Inc.",1/29/2021,Estimated
JCI,Johnson Controls International plc,1/29/2021,Estimated
EGOV,NIC Inc.,1/29/2021,Estimated
HRC,"Hill-Rom Holdings, Inc.",1/29/2021,Estimated
SIGI,"Selective Insurance Group, Inc.",1/29/2021,Estimated
HSY,The Hershey Company,1/29/2021,Estimated
HWBK,"Hawthorn Bancshares, Inc.",1/29/2021,Estimated
SEIC,SEI Investments Company,1/29/2021,Estimated
BKH,Black Hills Corporation,1/29/2021,Estimated
SBSI,"Southside Bancshares, Inc.",1/29/2021,Estimated
RXN,Rexnord Corporation,1/29/2021,Estimated
RRBI,"Red River Bancshares, Inc.",1/29/2021,Estimated
DD,"DuPont de Nemours, Inc.",1/29/2021,Estimated
SKYW,"SkyWest, Inc.",1/29/2021,Estimated
FDBC,"Fidelity D & D Bancorp, Inc.",1/29/2021,Estimated
